,ip.src,ip.dst,ip.proto,highest_layer,length,number,sniff_time,sniff_timestamp,tcp.srcport,tcp.dstport,tcp.flags,tcp.seq,tcp.ack,tls,dns.id,dns.flags.response,dns.qry.name,dns.resp.name,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.authority
0,192.168.1.12,149.154.167.41,6,TLS,203,3,2023-03-30 05:58:24.547440,1680148704.547440328,60494,443,0x0018,1,1,"Layer TLS:
",,,,,,,,,
1,192.168.1.12,192.168.1.1,17,DNS,75,4,2023-03-30 05:58:24.563413,1680148704.563412619,,,,,,,0x8749,0,www.nytimes.com,,1,0x0001,1,0,0
2,192.168.1.12,192.168.1.1,17,DNS,75,5,2023-03-30 05:58:24.563521,1680148704.563520607,,,,,,,0xe7bc,0,www.nytimes.com,,28,0x0001,1,0,0
3,192.168.1.1,192.168.1.12,17,DNS,196,6,2023-03-30 05:58:24.568587,1680148704.568586948,,,,,,,0x8749,1,www.nytimes.com,www.nytimes.com,1,0x0001,1,4,0
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: SHA256 (4)
	Signature Hash Algorithm Hash: SHA384 (5)
	Signature Hash Algorithm Hash: SHA512 (6)
	Signature Hash Algorithm Hash: SHA224 (3)
	Signature Hash Algorithm Hash: SHA224 (3)
	Signature Hash Algorithm Hash: SHA224 (3)
	Signature Hash Algorithm Hash: SHA256 (4)
	Signature Hash Algorithm Hash: SHA384 (5)
	Signature Hash Algorithm Hash: SHA512 (6)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Hash Algorithm Signature: Unknown (7)
	Signature Hash Algorithm Signature: Unknown (8)
	Signature Hash Algorithm Signature: Unknown (9)
	Signature Hash Algorithm Signature: Unknown (10)
	Signature Hash Algorithm Signature: Unknown (11)
	Signature Hash Algorithm Signature: SM2 (4)
	Signature Hash Algorithm Signature: Unknown (5)
	Signature Hash Algorithm Signature: Unknown (6)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: DSA (2)
	Signature Hash Algorithm Signature: DSA (2)
	Signature Hash Algorithm Signature: DSA (2)
	Signature Hash Algorithm Signature: DSA (2)
	Supported Version: TLS 1.2 (0x0303)
",,,,,,,,,
10,151.101.241.164,192.168.1.12,6,TLS,1442,20,2023-03-30 05:58:24.881972,1680148704.881972430,443,40320,0x0010,1,518,"Layer TLS:
	TLSv1.2 Record Layer: Handshake Protocol: Server Hello
	Content Type: Handshake (22)
	Version: TLS 1.2 (0x0303)
	Length: 112
	Handshake Protocol: Server Hello
	Handshake Type: Server Hello (2)
	Length: 108
	Version: TLS 1.2 (0x0303)
	Random: 744b4be20dfeb8eb653b992169a1ead660d496da290d02781b9b2b52d34ffb86
	GMT Unix Time: Oct 30, 2031 02:54:42.000000000 CET
	Random Bytes: 0dfeb8eb653b992169a1ead660d496da290d02781b9b2b52d34ffb86
	Session ID Length: 32
	Session ID: 841829a9ba3026d4f943cc184bbe33571b186959cdfb85a7c2f083be13a7f026
	Cipher Suite: TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (0xc02f)
	Compression Method: null (0)
	Extensions Length: 36
	Extension: renegotiation_info (len=1)
	Type: renegotiation_info (65281)
	Length: 1
	Renegotiation info extension length: 0
	EC point formats Length: 3
	Elliptic curves point formats (3)
	EC point format: uncompressed (0)
	ALPN Extension Length: 9
	ALPN Protocol
	ALPN string length: 8
	ALPN Next Protocol: http/1.1
	JA3S Fullstring: 771,49199,65281-0-11-16-23
	JA3S: 5d79edf64e03689ff559a54e9d9487bc
	Renegotiation Info extension
	Extension: server_name (len=0)
	Extension: ec_point_formats (len=4)
	Extension: application_layer_protocol_negotiation (len=11)
	Extension: extended_master_secret (len=0)
	Type: server_name (0)
	Type: ec_point_formats (11)
	Type: application_layer_protocol_negotiation (16)
	Type: extended_master_secret (23)
	Length: 0
	Length: 4
	Length: 11
	Length: 0
	EC point format: ansiX962_compressed_prime (1)
	EC point format: ansiX962_compressed_char2 (2)
",,,,,,,,,
11,151.101.241.164,192.168.1.12,6,TLS,1006,24,2023-03-30 05:58:24.882226,1680148704.882225915,443,40320,0x0018,2753,518,"Layer TLS:
	TLSv1.2 Record Layer: Handshake Protocol: Certificate
	Content Type: Handshake (22)
	Version: TLS 1.2 (0x0303)
	Length: 3256
	Handshake Protocol: Certificate
	Handshake Type: Certificate (11)
	Length: 3252
	Certificates Length: 3249
	Certificates (3249 bytes)
	Certificate Length: 2078
	Certificate: 3082081a30820702a0030201020210017dc9b0f34b11d61241d217035f4444300d06092a… (id-at-commonName=nytimes.com)
	signedCertificate
	version: v3 (2)
	serialNumber: 0x017dc9b0f34b11d61241d217035f4444
	signature (sha256WithRSAEncryption)
	Algorithm Id: 1.2.840.113549.1.1.11 (sha256WithRSAEncryption)
	issuer: rdnSequence (0)
	rdnSequence: 4 items (id-at-commonName=Thawte RSA CA 2018,id-at-organizationalUnitName=www.digicert.com,id-at-organizationName=DigiCert Inc,id-at-countryName=US)
	RDNSequence item: 1 item (id-at-countryName=US)
	RelativeDistinguishedName item (id-at-countryName=US)
	Id: 2.5.4.6 (id-at-countryName)
	CountryName: US
	DirectoryString: printableString (1)
	printableString: DigiCert Inc
	validity
	notBefore: utcTime (0)
	utcTime: 2023-03-22 00:00:00 (UTC)
	notAfter: utcTime (0)
	subject: rdnSequence (0)
	rdnSequence: 1 item (id-at-commonName=nytimes.com)
	subjectPublicKeyInfo
	algorithm (rsaEncryption)
	subjectPublicKey: 3082010a0282010100b7c8ecbd69fe1163d1cfbf823d07260e89f40dac193a1c202fa575…
	modulus: 0x00b7c8ecbd69fe1163d1cfbf823d07260e89f40dac193a1c202fa57561191a0ab207658a…
	publicExponent: 65537
	extensions: 10 items
	Extension (id-ce-authorityKeyIdentifier)
	Extension Id: 2.5.29.35 (id-ce-authorityKeyIdentifier)
	AuthorityKeyIdentifier
	keyIdentifier: a3c85e6554e53078c105ea070a6a59ccb9fede5a
	SubjectKeyIdentifier: 1f448f3e382bb4d9dd868ba6bc1f1c49b0ecf130
	GeneralNames: 29 items
	GeneralName: dNSName (2)
	dNSName: nytimes.com
	critical: True
	Padding: 5
	KeyUsage: a0
	1... .... = digitalSignature: True
	.0.. .... = contentCommitment: False
	..1. .... = keyEncipherment: True
	...0 .... = dataEncipherment: False
	.... 0... = keyAgreement: False
	.... .0.. = keyCertSign: False
	.... ..0. = cRLSign: False
	.... ...0 = encipherOnly: False
	0... .... = decipherOnly: False
	KeyPurposeIDs: 2 items
	KeyPurposeId: 1.3.6.1.5.5.7.3.1 (id-kp-serverAuth)
	CRLDistPointsSyntax: 1 item
	DistributionPoint
	distributionPoint: fullName (0)
	fullName: 1 item
	uniformResourceIdentifier: http://cdp.thawte.com/ThawteRSACA2018.crl
	CertificatePoliciesSyntax: 1 item
	PolicyInformation
	policyIdentifier: 2.23.140.1.2.1 (joint-iso-itu-t.23.140.1.2.1)
	policyQualifiers: 1 item
	PolicyQualifierInfo
	Id: 1.3.6.1.5.5.7.2.1 (id-qt-cps)
	DirectoryString: http://www.digicert.com/CPS
	AuthorityInfoAccessSyntax: 2 items
	AccessDescription
	accessMethod: 1.3.6.1.5.5.7.48.1 (id-ad-ocsp)
	accessLocation: 6
	BasicConstraintsSyntax [0 length]
	Serialized SCT List Length: 362
	Signed Certificate Timestamp (Unknown Log)
	Serialized SCT Length: 119
	SCT Version: 0
	Log ID: eecdd064d5db1acec55cb79db4cd13a23287467cbcecdec351485946711fb59b
	Timestamp: Mar 22, 2023 14:39:10.139000000 UTC
	Extensions length: 0
	Signature Algorithm: ecdsa_secp256r1_sha256 (0x0403)
	Signature Hash Algorithm Hash: SHA256 (4)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Length: 72
	Signature: 304602210091802ac3e42f19769ba71357be6a23ad59fea2a75dbafad243a35f8e9de179…
	algorithmIdentifier (sha256WithRSAEncryption)
	encrypted: 6c0408665f72918faf3ce469ab6dea2f7af981cbc6430b6902b122e37615359355790c34…
	cA: True
	pathLenConstraint: 0
	Certificate Length: 1165
	Certificate: 3082048930820371a0030201020210025a8aef196f7e0d6c2104b21ae6702b300d06092a… (id-at-commonName=Thawte RSA CA 2018,id-at-organizationalUnitName=www.digicert.com,id-at-organizationName=DigiCert Inc,id-at-countryName=US)
	signedCertificate
	version: v3 (2)
	serialNumber: 0x025a8aef196f7e0d6c2104b21ae6702b
	signature (sha256WithRSAEncryption)
	Algorithm Id: 1.2.840.113549.1.1.1 (rsaEncryption)
	Algorithm Id: 1.2.840.113549.1.1.11 (sha256WithRSAEncryption)
	Algorithm Id: 1.2.840.113549.1.1.11 (sha256WithRSAEncryption)
	Algorithm Id: 1.2.840.113549.1.1.1 (rsaEncryption)
	Algorithm Id: 1.2.840.113549.1.1.11 (sha256WithRSAEncryption)
	issuer: rdnSequence (0)
	rdnSequence: 4 items (id-at-commonName=DigiCert Global Root CA,id-at-organizationalUnitName=www.digicert.com,id-at-organizationName=DigiCert Inc,id-at-countryName=US)
	RDNSequence item: 1 item (id-at-organizationName=DigiCert Inc)
	RDNSequence item: 1 item (id-at-organizationalUnitName=www.digicert.com)
	RDNSequence item: 1 item (id-at-commonName=Thawte RSA CA 2018)
	RDNSequence item: 1 item (id-at-commonName=nytimes.com)
	RDNSequence item: 1 item (id-at-countryName=US)
	RDNSequence item: 1 item (id-at-organizationName=DigiCert Inc)
	RDNSequence item: 1 item (id-at-organizationalUnitName=www.digicert.com)
	RDNSequence item: 1 item (id-at-commonName=DigiCert Global Root CA)
	RDNSequence item: 1 item (id-at-countryName=US)
	RDNSequence item: 1 item (id-at-organizationName=DigiCert Inc)
	RDNSequence item: 1 item (id-at-organizationalUnitName=www.digicert.com)
	RDNSequence item: 1 item (id-at-commonName=Thawte RSA CA 2018)
	RelativeDistinguishedName item (id-at-organizationName=DigiCert Inc)
	RelativeDistinguishedName item (id-at-organizationalUnitName=www.digicert.com)
	RelativeDistinguishedName item (id-at-commonName=Thawte RSA CA 2018)
	RelativeDistinguishedName item (id-at-commonName=nytimes.com)
	RelativeDistinguishedName item (id-at-countryName=US)
	RelativeDistinguishedName item (id-at-organizationName=DigiCert Inc)
	RelativeDistinguishedName item (id-at-organizationalUnitName=www.digicert.com)
	RelativeDistinguishedName item (id-at-commonName=DigiCert Global Root CA)
	RelativeDistinguishedName item (id-at-countryName=US)
	RelativeDistinguishedName item (id-at-organizationName=DigiCert Inc)
	RelativeDistinguishedName item (id-at-organizationalUnitName=www.digicert.com)
	RelativeDistinguishedName item (id-at-commonName=Thawte RSA CA 2018)
	Id: 2.5.4.10 (id-at-organizationName)
	Id: 2.5.4.11 (id-at-organizationalUnitName)
	Id: 2.5.4.3 (id-at-commonName)
	Id: 2.5.4.3 (id-at-commonName)
	Id: 2.5.4.6 (id-at-countryName)
	Id: 2.5.4.10 (id-at-organizationName)
	Id: 2.5.4.11 (id-at-organizationalUnitName)
	Id: 2.5.4.3 (id-at-commonName)
	Id: 2.5.4.6 (id-at-countryName)
	Id: 2.5.4.10 (id-at-organizationName)
	Id: 2.5.4.11 (id-at-organizationalUnitName)
	Id: 2.5.4.3 (id-at-commonName)
	CountryName: US
	CountryName: US
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	DirectoryString: printableString (1)
	printableString: www.digicert.com
	printableString: Thawte RSA CA 2018
	printableString: nytimes.com
	printableString: DigiCert Inc
	printableString: www.digicert.com
	printableString: DigiCert Global Root CA
	printableString: DigiCert Inc
	printableString: www.digicert.com
	printableString: Thawte RSA CA 2018
	validity
	notBefore: utcTime (0)
	utcTime: 2024-04-21 23:59:59 (UTC)
	utcTime: 2017-11-06 12:23:52 (UTC)
	utcTime: 2027-11-06 12:23:52 (UTC)
	notAfter: utcTime (0)
	subject: rdnSequence (0)
	rdnSequence: 4 items (id-at-commonName=Thawte RSA CA 2018,id-at-organizationalUnitName=www.digicert.com,id-at-organizationName=DigiCert Inc,id-at-countryName=US)
	subjectPublicKeyInfo
	algorithm (rsaEncryption)
	subjectPublicKey: 3082010a0282010100ca085ee5538a971c1e432fb68aa756e98b8443a8ac9d7a55827a14…
	modulus: 0x00ca085ee5538a971c1e432fb68aa756e98b8443a8ac9d7a55827a144b86b72f8f529f1c…
	publicExponent: 65537
	extensions: 8 items
	Extension (id-ce-subjectKeyIdentifier)
	Extension (id-ce-subjectAltName)
	Extension (id-ce-keyUsage)
	Extension (id-ce-extKeyUsage)
	Extension (id-ce-cRLDistributionPoints)
	Extension (id-ce-certificatePolicies)
	Extension (id-pe-authorityInfoAccess)
	Extension (id-ce-basicConstraints)
	Extension (SignedCertificateTimestampList)
	Extension (id-ce-subjectKeyIdentifier)
	Extension (id-ce-authorityKeyIdentifier)
	Extension (id-ce-keyUsage)
	Extension (id-ce-extKeyUsage)
	Extension (id-ce-basicConstraints)
	Extension (id-pe-authorityInfoAccess)
	Extension (id-ce-cRLDistributionPoints)
	Extension (id-ce-certificatePolicies)
	Extension Id: 2.5.29.14 (id-ce-subjectKeyIdentifier)
	Extension Id: 2.5.29.17 (id-ce-subjectAltName)
	Extension Id: 2.5.29.15 (id-ce-keyUsage)
	Extension Id: 2.5.29.37 (id-ce-extKeyUsage)
	Extension Id: 2.5.29.31 (id-ce-cRLDistributionPoints)
	Extension Id: 2.5.29.32 (id-ce-certificatePolicies)
	Extension Id: 1.3.6.1.5.5.7.1.1 (id-pe-authorityInfoAccess)
	Extension Id: 2.5.29.19 (id-ce-basicConstraints)
	Extension Id: 1.3.6.1.4.1.11129.2.4.2 (SignedCertificateTimestampList)
	Extension Id: 2.5.29.14 (id-ce-subjectKeyIdentifier)
	Extension Id: 2.5.29.35 (id-ce-authorityKeyIdentifier)
	Extension Id: 2.5.29.15 (id-ce-keyUsage)
	Extension Id: 2.5.29.37 (id-ce-extKeyUsage)
	Extension Id: 2.5.29.19 (id-ce-basicConstraints)
	Extension Id: 1.3.6.1.5.5.7.1.1 (id-pe-authorityInfoAccess)
	Extension Id: 2.5.29.31 (id-ce-cRLDistributionPoints)
	Extension Id: 2.5.29.32 (id-ce-certificatePolicies)
	AuthorityKeyIdentifier
	keyIdentifier: 03de503556d14cbb66f0a3e21b1bc397b23dd155
	SubjectKeyIdentifier: a3c85e6554e53078c105ea070a6a59ccb9fede5a
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: dNSName (2)
	GeneralName: uniformResourceIdentifier (6)
	GeneralName: uniformResourceIdentifier (6)
	dNSName: www.homedelivery.nytimes.com
	dNSName: *.api.dev.nytimes.com
	dNSName: *.api.nytimes.com
	dNSName: *.api.stg.nytimes.com
	dNSName: *.blogs.nytimes.com
	dNSName: *.blogs.stg.nytimes.com
	dNSName: *.dev.nyt.com
	dNSName: *.dev.nyt.net
	dNSName: *.dev.nytimes.com
	dNSName: *.newsdev.nyt.net
	dNSName: *.newsdev.nytimes.com
	dNSName: *.nyt.com
	dNSName: *.nyt.net
	dNSName: *.nytco.com
	dNSName: *.nytimes.com
	dNSName: *.payflow.sbx.nytimes.com
	dNSName: *.sbx.nytimes.com
	dNSName: *.stg.newsdev.nyt.net
	dNSName: *.stg.newsdev.nytimes.com
	dNSName: *.stg.nyt.com
	dNSName: *.stg.nyt.net
	dNSName: *.stg.nytimes.com
	dNSName: *.timestalks.com
	dNSName: nyt.com
	dNSName: nyt.net
	dNSName: nytco.com
	dNSName: timestalks.com
	dNSName: *.myaccount-preview.stg.nytimes.com
	critical: True
	critical: True
	Padding: 0
	Padding: 1
	Padding: 0
	KeyUsage: 86
	1... .... = digitalSignature: True
